stock_name,stock_index,gainian,gainian_list
美利云,815,6,大数据||富时概念||国企改革||深股通||太阳能||稀缺资源
海澜之家,600398,6,电商概念||二胎概念||赛马概念||新零售||央视50_||转债标的
瀚叶股份,600226,6,创投||独角兽||核能核电||化工原料||网络游戏||影视概念
东方钽业,962,6,国企改革||太阳能||稀缺资源||小金属||新材料||证金持股
中国联通,600050,6,5G概念||IPv6||WiFi||超清视频||上证50_||移动支付
美亚柏科,300188,6,国产软件||国家安防||数字中国||网络安全||知识产权||智慧政务
联络互动,2280,6,电子竞技||国产软件||互联金融||口罩||虚拟现实||租售同权
格力电器,651,6,超级品牌||核能核电||新能源车||央视50_||粤港自贸||智能家居
紫江企业,600210,6,标普概念||创投||富时概念||沪股通||融资融券||上证380
大恒科技,600288,7,超清视频||壳资源||全息技术||虚拟现实||医疗器械||预盈预增||智能机器
中国宝安,9,7,2025规划||超级电容||创投||锂电池||深圳特区||石墨烯||新三板
*ST康得,2450,7,2025规划||3D打印||OLED||苹果概念||石墨烯||纾困概念||增强现实
香江控股,600162,7,标普概念||富时概念||沪股通||融资融券||上证380||深圳特区||粤港自贸
北大荒,600598,7,MSCI中盘||参股银行||东北振兴||区块链||人造肉||上证180_||乡村振兴
兰生股份,600826,7,参股券商||单抗概念||沪企改革||机构重仓||进口博览||上海自贸||上证380
中工国际,2051,7,贬值受益||股权激励||国企改革||机构重仓||深成500||深股通||一带一路
农产品,61,7,参股银行||电商概念||股权激励||举牌概念||深成500||深圳特区||新零售
青岛啤酒,600600,7,MSCI大盘||MSCI中国||超级品牌||沪股通||上证180_||新零售||央视50_
四川双马,935,7,标普概念||创投||独角兽||富时概念||深成500||深股通||证金持股
海正药业,600267,7,超级真菌||单抗概念||股权激励||机构重仓||降解塑料||青蒿素||生物疫苗
小商品城,600415,7,HS300_||MSCI大盘||MSCI中国||创投||电商概念||上证380||一带一路
中国长城,66,7,2025规划||车联网||大数据||军民融合||区块链||网络安全||云计算
南钢股份,600282,7,MSCI中盘||贬值受益||创投||新三板||预盈预增||债转股||智能机器
联美控股,600167,7,MSCI中盘||标普概念||参股保险||东北振兴||富时概念||沪股通||上证380
兴业银行,601166,7,HS300_||MSCI大盘||MSCI中国||举牌概念||上证180_||上证50_||央视50_
利亚德,300296,7,LED||MiniLED||超清视频||创业成份||小米概念||虚拟现实||增强现实
兴业证券,601377,7,HS300_||IPO受益||MSCI大盘||MSCI中国||券商概念||上证180_||新三板
均胜电子,600699,7,2025规划||MSCI中盘||车联网||无人驾驶||无线充电||新能源车||智能机器
汇川技术,300124,7,2025规划||创业板综||创业成份||工业4.0||工业互联||央视50_||智能机器
深赛格,58,7,北斗导航||电商概念||电子竞技||国企改革||深股通||深圳特区||昨日涨停
卧龙电驱,600580,7,股权激励||沪股通||锂电池||上证380||新能源车||一带一路||预盈预增
泰豪科技,600590,7,创投||风能||股权激励||航母概念||京东金融||军民融合||预盈预增
上汽集团,600104,7,2025规划||超级品牌||沪企改革||上证50_||万达概念||新能源车||央视50_
上海电气,601727,7,分拆预期||风能||核能核电||沪企改革||通用航空||债转股||转债标的
威创股份,2308,7,5G概念||二胎概念||国家安防||全息技术||网络安全||在线教育||智慧城市
石化机械,852,7,QFII重仓||海工装备||可燃冰||天然气||页岩气||一带一路||油气设服
迪安诊断,300244,7,创业成份||基因测序||精准医疗||人脑工程||央视50_||养老概念||医疗器械
中金岭南,60,7,MSCI大盘||MSCI中国||机构重仓||深成500||深圳特区||稀缺资源||小金属
东方财富,300059,7,创业成份||大数据||互联金融||券商概念||网红直播||云计算||转债标的
中体产业,600158,7,北京冬奥||沪股通||融资融券||赛马概念||上证180_||证金持股||中超概念
安信信托,600816,7,HS300_||MSCI大盘||MSCI中国||参股保险||沪股通||上证180_||债转股
广汇能源,600256,7,MSCI大盘||沪股通||上证380||天然气||一带一路||油改概念||预盈预增
万华化学,600309,7,HS300_||创投||沪股通||化工原料||上证180_||上证50_||新材料
神州信息,555,7,大数据||独角兽||京东金融||量子通信||数字中国||云计算||智慧城市
安泰科技,969,7,3D打印||核能核电||蓝宝石||锂电池||太阳能||稀土永磁||新材料
信雅达,600571,7,IPO受益||独角兽||股权激励||区块链||新三板||移动支付||昨日连板
怡亚通,2183,7,电商概念||互联金融||进口博览||快递概念||上海自贸||纾困概念||物联网
神火股份,933,7,标普概念||富时概念||融资融券||深成500||深股通||稀缺资源||证金持股
东阿阿胶,423,7,QFII重仓||超级品牌||创投||举牌概念||央视50_||医疗器械||中药
亨通光电,600487,7,5G概念||HS300_||MSCI大盘||MSCI中国||大数据||量子通信||预盈预增
*ST信通,600289,7,5G概念||PPP模式||车联网||东北振兴||国家安防||手游概念||智慧城市
京东方A,725,7,OLED||UWB概念||超清视频||苹果概念||物联网||小米概念||虚拟现实
二六三,2467,7,VPN||网红直播||物联网||小米概念||远程办公||在线教育||昨日涨停
达安基因,2030,7,2025规划||基因测序||精准医疗||流感||免疫治疗||食品安全||新三板
中国动力,600482,7,航母概念||京津冀||军民融合||锂电池||石墨烯||太阳能||雄安新区
东华软件,2065,7,UWB概念||工业互联||国产软件||京东金融||区块链||云计算||智慧政务
综艺股份,600770,7,超导概念||电商概念||独角兽||国产芯片||量子通信||太阳能||云计算
四维图新,2405,7,北斗导航||超清视频||车联网||国产软件||国产芯片||胎压监测||无人驾驶
三五互联,300051,7,Facebook||互联金融||区块链||数字中国||网络游戏||远程办公||云计算
东江环保,2672,7,垃圾分类||美丽中国||深成500||深股通||深圳特区||养老金||医废处理
方大炭素,600516,7,2025规划||甘肃||核能核电||锂电池||石墨烯||新材料||预盈预增
福星股份,926,7,标普概念||富时概念||股权激励||融资融券||深成500||深股通||证金持股
紫光国微,2049,7,5G概念||MSCI中盘||国产芯片||蓝宝石||纾困概念||雄安新区||移动支付
乐普医疗,300003,7,创业成份||分拆预期||基金重仓||人脑工程||社保重仓||央视50_||医疗器械
金洲慈航,587,7,创投||电商概念||东北振兴||黄金概念||深成500||深股通||昨日连板
盛路通信,2446,7,5G概念||北斗导航||车联网||军民融合||无人驾驶||物联网||转债标的
银江股份,300020,7,边缘计算||车联网||国家安防||数字孪生||无人驾驶||增强现实||智慧政务
富奥股份,30,7,标普概念||参股保险||富时概念||机构重仓||融资融券||深股通||证金持股
新大陆,997,7,IPO受益||独角兽||国产芯片||互联金融||数字中国||物联网||移动支付
奋达科技,2681,7,富士康||苹果概念||纾困概念||无线耳机||小米概念||虚拟现实||增强现实
精达股份,600577,7,独角兽||沪股通||上证380||皖江区域||小米概念||在线教育||智慧城市
宝信软件,600845,7,超清视频||车联网||大数据||工业互联||国产软件||万达概念||云计算
东软载波,300183,8,边缘计算||国产芯片||苹果概念||小米概念||央视50_||养老金||知识产权||智能家居
南方航空,600029,8,HS300_||MSCI大盘||MSCI中国||参股银行||上证180_||上证50_||通用航空||油价相关
华泰证券,601688,8,HS300_||MSCI大盘||MSCI中国||机构重仓||券商概念||上证180_||上证50_||债转股
深圳华强,62,8,创投||电商概念||互联金融||深成500||深圳特区||新能源车||雄安新区||预盈预增
厦门钨业,600549,8,MSCI中盘||独角兽||锂电池||稀缺资源||稀土永磁||小金属||新材料||新能源车
联创光电,600363,8,LED||标普概念||富时概念||沪股通||全息技术||融资融券||上证380||虚拟现实
老凤祥,600612,8,参股券商||参股银行||国企改革||沪股通||沪企改革||黄金概念||机构重仓||上证380
东方创业,600278,8,IPO受益||贬值受益||参股券商||迪士尼||沪企改革||进口博览||上海自贸||在线教育
华宇软件,300271,8,创业板综||创业成份||大数据||国产软件||食品安全||新三板||云计算||智慧政务
山东黄金,600547,8,HS300_||MSCI大盘||MSCI中国||贬值受益||黄金概念||上证180_||上证50_||稀缺资源
苏宁易购,2024,8,电商概念||电子竞技||进口博览||快递概念||冷链物流||万达概念||网红直播||新零售
科华恒盛,2335,8,5G概念||充电桩||大数据||核能核电||军民融合||量子通信||透明工厂||云计算
英唐智控,300131,8,创业板综||国产芯片||纳米银||纾困概念||物联网||智能机器||智能家居||昨日连板
中航飞机,768,8,HS300_||MSCI大盘||MSCI中国||参股券商||股权激励||航母概念||深成500||通用航空
国药股份,600511,8,MSCI中盘||标普概念||富时概念||国企改革||沪股通||上证380||证金持股||中药
海康威视,2415,8,边缘计算||超清视频||大数据||国家安防||无人机||虚拟现实||央视50_||智慧城市
中电兴发,2298,8,UWB概念||充电桩||共享经济||国家安防||皖江区域||无人机||智慧城市||智慧政务
星网锐捷,2396,8,5G概念||IPv6||WiFi||数字中国||网络安全||移动支付||云计算||在线教育
德赛电池,49,8,QFII重仓||锂电池||苹果概念||深圳特区||无线充电||小米概念||新能源车||央视50_
大众交通,600611,8,IPO受益||参股券商||参股银行||迪士尼||电商概念||沪股通||沪企改革||上证380
中金黄金,600489,8,HS300_||MSCI大盘||MSCI中国||贬值受益||黄金概念||上证180_||稀缺资源||债转股
西南证券,600369,8,HS300_||标普概念||富时概念||国企改革||机构重仓||券商概念||融资融券||证金持股
歌尔股份,2241,8,Facebook||LED||传感器||富士康||苹果概念||无线耳机||虚拟现实||央视50_
长江证券,783,8,HS300_||MSCI大盘||MSCI中国||PPP模式||举牌概念||券商概念||新三板||转债标的
天坛生物,600161,8,MSCI中盘||标普概念||富时概念||国企改革||沪股通||融资融券||上证380||证金持股
欣旺达,300207,8,创业成份||苹果概念||石墨烯||纾困概念||无线充电||无线耳机||小米概念||虚拟现实
中粮科技,930,8,标普概念||国企改革||降解塑料||融资融券||深成500||深股通||生态农业||证金持股
长园集团,600525,8,IPO受益||股权激励||机构重仓||举牌概念||锂电池||上证380||深圳特区||新材料
拓邦股份,2139,8,国家安防||锂电池||太阳能||物联网||新能源车||新三板||智能机器||智能家居
方正证券,601901,8,HS300_||MSCI大盘||MSCI中国||参股银行||机构重仓||券商概念||上证180_||昨日连板
张江高科,600895,8,MSCI中国||创投||迪士尼||独角兽||沪企改革||上海自贸||新三板||租售同权
中青旅,600138,8,QFII重仓||电商概念||举牌概念||上证380||社保重仓||网络游戏||新三板||在线旅游
*ST盐湖,792,8,HS300_||MSCI中国||QFII重仓||化工原料||机构重仓||锂电池||深成500||稀缺资源
时代新材,600458,8,2025规划||贬值受益||长株潭||风能||铁路基建||新材料||新能源车||预盈预增
浪潮信息,977,8,边缘计算||国产软件||国产芯片||基金重仓||美团概念||苹果概念||网络安全||网络游戏
冀中能源,937,9,MSCI中盘||标普概念||富时概念||融资融券||深成500||深股通||稀缺资源||雄安新区||证金持股
大悦城,31,9,参股券商||股权激励||国企改革||融资融券||深成500||深股通||深圳特区||新三板||证金持股
天通股份,600330,9,LED||OLED||国产芯片||蓝宝石||美丽中国||太阳能||无线充电||稀土永磁||新材料
锡业股份,960,9,MSCI中盘||标普概念||富时概念||融资融券||深成500||深股通||稀缺资源||小金属||债转股
超图软件,300036,9,北斗导航||创业成份||大数据||国产软件||基金重仓||数字中国||无人驾驶||云计算||智慧城市
工商银行,601398,9,HS300_||MSCI大盘||MSCI中国||参股保险||参股银行||上证180_||上证50_||央视50_||一带一路
超声电子,823,9,OLED||PCB||贬值受益||参股银行||触摸屏||纳米银||苹果概念||深股通||小米概念
佳讯飞鸿,300213,9,边缘计算||创业板综||工业互联||国家安防||纾困概念||铁路基建||无人机||物联网||云计算
科达洁能,600499,9,PPP模式||标普概念||富时概念||股权激励||沪股通||锂电池||美丽中国||融资融券||上证380
佳都科技,600728,9,超清视频||大数据||独角兽||国家安防||移动支付||云计算||智慧城市||智能机器||转债标的
东软集团,600718,9,参股保险||车联网||东北振兴||国产软件||网络安全||养老概念||云计算||智慧城市||智慧政务
水晶光电,2273,9,3D摄像头||超清视频||触摸屏||蓝宝石||苹果概念||小米概念||虚拟现实||增强现实||转债标的
深科技,21,9,标普概念||参股券商||富时概念||工业4.0||区块链||深成500||深股通||深圳特区||证金持股
康恩贝,600572,9,MSCI中盘||工业大麻||股权激励||沪股通||流感||免疫治疗||上证380||生物疫苗||中药
航天信息,600271,9,HS300_||MSCI大盘||MSCI中国||股权激励||区块链||上证180_||网络安全||物联网||转债标的
威孚高科,581,9,MSCI大盘||MSCI中国||参股保险||参股券商||国企改革||机构重仓||美丽中国||深成500||深股通
深天马A,50,9,OLED||超清视频||触摸屏||苹果概念||全息技术||深圳特区||小米概念||虚拟现实||智能家居
长信科技,300088,9,LED||OLED||触摸屏||创业成份||苹果概念||石墨烯||纾困概念||皖江区域||小米概念
航发动力,600893,9,HS300_||MSCI大盘||MSCI中国||参股银行||独角兽||航母概念||上证180_||太阳能||通用航空
久其软件,2279,9,大数据||国产软件||互联金融||区块链||数字中国||雄安新区||云计算||智慧政务||转债标的
浙大网新,600797,9,国产软件||区块链||社保重仓||网络游戏||物联网||移动支付||云计算||智慧城市||智慧政务
海能达,2583,9,国家安防||互联金融||铁路基建||网络安全||物联网||养老金||粤港自贸||智慧城市||智能机器
卫士通,2268,9,5G概念||IPv6||VPN||国产软件||区块链||网络安全||移动支付||云计算||智慧政务
北新建材,786,10,HS300_||IPO受益||MSCI中盘||北京冬奥||国企改革||深成500||深股通||新材料||新三板||雄安新区
海尔智家,600690,10,QFII重仓||超级品牌||工业4.0||上证180_||上证50_||太阳能||无线充电||央视50_||智能家居||转债标的
华菱钢铁,932,10,MSCI中盘||标普概念||长株潭||富时概念||股权激励||国企改革||融资融券||深成500||深股通||页岩气
乐视网,300104,10,2025规划||创业板综||电子竞技||网红直播||虚拟现实||影视概念||预亏预减||智能家居||昨日连板||昨日涨停
黄河旋风,600172,10,标普概念||富时概念||工业4.0||工业互联||沪股通||蓝宝石||上证380||透明工厂||智能机器||智能家居
扬农化工,600486,10,MSCI中盘||标普概念||富时概念||国企改革||沪股通||化工原料||降解塑料||融资融券||上证380||社保重仓
宋城演艺,300144,10,PPP模式||创业板综||创业成份||电子竞技||基金重仓||手游概念||网红直播||虚拟现实||养老金||在线旅游
信维通信,300136,10,5G概念||WiFi||创业成份||工业4.0||基金重仓||苹果概念||无线充电||无线耳机||虚拟现实||央视50_
华东医药,963,10,HS300_||MSCI大盘||MSCI中国||标普概念||富时概念||融资融券||深成500||深股通||医疗美容||证金持股
东方集团,600811,10,IPO受益||标普概念||参股券商||参股银行||创投||电商概念||东北振兴||沪股通||融资融券||上证380
山西汾酒,600809,10,HS300_||MSCI大盘||MSCI中国||白酒||标普概念||富时概念||沪股通||融资融券||上证180_||证金持股
华西股份,936,10,标普概念||参股券商||参股银行||创投||独角兽||富时概念||共享经济||举牌概念||深股通||知识产权
电广传媒,917,10,5G概念||IPO受益||参股360||长株潭||创投||电商概念||广电||手游概念||网络游戏||影视概念
科大讯飞,2230,10,超清视频||数字孪生||数字中国||皖江区域||无人驾驶||央视50_||远程办公||在线教育||智慧城市||智能家居
上海建工,600170,10,HS300_||PPP模式||标普概念||参股券商||参股银行||迪士尼||富时概念||融资融券||雄安新区||证金持股
海螺水泥,600585,10,HS300_||MSCI大盘||MSCI中国||QFII重仓||沪股通||上证180_||上证50_||皖江区域||一带一路||预盈预增
中钢国际,928,10,3D打印||标普概念||东北振兴||富时概念||国企改革||融资融券||深股通||新材料||一带一路||债转股
中天科技,600522,10,5G概念||MSCI中盘||超导概念||锂电池||量子通信||石墨烯||太阳能||央视50_||云计算||智能机器
大唐电信,600198,10,2025规划||5G概念||IPv6||车联网||国产芯片||手游概念||网络游戏||物联网||小米概念||移动支付
浙江龙盛,600352,10,HS300_||IPO受益||MSCI大盘||MSCI中国||参股银行||股权激励||化工原料||上证180_||透明工厂||预盈预增
欧菲光,2456,10,3D摄像头||OLED||超清视频||车联网||触摸屏||基金重仓||纳米银||苹果概念||无人驾驶||小米概念
宁波韵升,600366,11,标普概念||创投||富时概念||沪股通||融资融券||上证380||无线耳机||稀土永磁||新材料||新能源车||预亏预减
华工科技,988,11,3D打印||5G概念||IPO受益||传感器||蓝宝石||量子通信||全息技术||物联网||新材料||移动支付||智能机器
光大银行,601818,11,HS300_||MSCI大盘||MSCI中国||标普概念||富时概念||沪股通||融资融券||上证180_||上证50_||证金持股||转债标的
美都能源,600175,11,贬值受益||参股保险||富时概念||互联金融||沪股通||锂电池||融资融券||上证380||石墨烯||油改概念||证金持股
首钢股份,959,11,HS300_||标普概念||创投||富时概念||国企改革||京津冀||深成500||深股通||太阳能||雄安新区||一带一路
雅戈尔,600177,11,HS300_||MSCI大盘||MSCI中国||参股银行||电商概念||富时概念||沪股通||举牌概念||融资融券||上证180_||证金持股
凯乐科技,600260,11,MSCI中盘||股权激励||沪股通||机构重仓||量子通信||全息技术||上证380||新材料||医疗器械||预盈预增||智能机器
天士力,600535,11,HS300_||MSCI大盘||MSCI中国||单抗概念||独角兽||分拆预期||股权激励||人造肉||上证180_||央视50_||中药
航天科技,901,11,标普概念||车联网||东北振兴||富时概念||国企改革||融资融券||深成500||深股通||物联网||一带一路||昨日连板
浙江医药,600216,11,标普概念||单抗概念||富时概念||沪股通||化工原料||机构重仓||青蒿素||融资融券||上证380||生物疫苗||证金持股
国药一致,28,11,MSCI中盘||标普概念||单抗概念||富时概念||国企改革||机构重仓||融资融券||深成500||深股通||深圳特区||证金持股
启迪环境,826,12,HS300_||MSCI大盘||MSCI中国||PPP模式||股权激励||机构重仓||垃圾分类||美丽中国||深成500||深股通||雄安新区||医废处理
上海贝岭,600171,12,LED||标普概念||参股券商||富时概念||国产芯片||国企改革||沪股通||融资融券||上证380||物联网||新三板||证金持股
巨化股份,600160,12,MSCI中盘||OLED||标普概念||创投||氟化工||富时概念||沪股通||化工原料||锂电池||融资融券||上证380||证金持股
同方股份,600100,12,LED||PPP模式||国产芯片||国家安防||海绵城市||军民融合||美丽中国||网络游戏||物联网||移动支付||云计算||智慧城市
南天信息,948,12,UWB概念||参股银行||创投||大数据||股权激励||国产软件||国企改革||互联金融||移动支付||云计算||证金持股||智慧城市
中航电子,600372,12,HS300_||MSCI大盘||MSCI中国||标普概念||富时概念||国企改革||航母概念||沪股通||融资融券||上证380||证金持股||转债标的
江西铜业,600362,12,HS300_||MSCI大盘||MSCI中国||参股银行||沪股通||黄金概念||融资融券||上证180_||稀缺资源||稀土永磁||新材料||证金持股
华胜天成,600410,12,大数据||国产软件||国产芯片||军民融合||冷链物流||透明工厂||网络安全||物联网||新三板||移动支付||云计算||智慧政务
招商证券,600999,12,HS300_||MSCI大盘||MSCI中国||标普概念||富时概念||国企改革||沪股通||券商概念||融资融券||上证180_||深圳特区||证金持股
三一重工,600031,12,HS300_||MSCI大盘||MSCI中国||参股银行||长株潭||工业4.0||工业互联||股权激励||上证180_||一带一路||预盈预增||转债标的
中南建设,961,13,HS300_||MSCI中盘||PPP模式||标普概念||参股保险||大数据||富时概念||区块链||融资融券||深成500||深股通||养老概念||智能机器
中文传媒,600373,13,MSCI大盘||MSCI中国||标普概念||富时概念||广电||沪股通||融资融券||上证180_||手游概念||新三板||虚拟现实||养老金||证金持股
烽火通信,600498,13,5G概念||HS300_||IPv6||MSCI中盘||标普概念||富时概念||股权激励||国企改革||沪股通||融资融券||上证380||一带一路||云计算
海油工程,600583,13,2025规划||HS300_||MSCI大盘||MSCI中国||贬值受益||股权激励||国企改革||海工装备||沪股通||可燃冰||上证380||一带一路||油气设服
创维数字,810,14,2025规划||OLED||标普概念||超清视频||独角兽||富时概念||广电||机构重仓||区块链||深股通||物联网||虚拟现实||债转股||智能家居
复星医药,600196,14,IPO受益||创投||单抗概念||独角兽||分拆预期||免疫治疗||青蒿素||人造肉||上证180_||上证50_||新能源车||央视50_||医疗器械||中药
绿地控股,600606,14,HS300_||MSCI大盘||MSCI中国||参股360||独角兽||国企改革||互联金融||沪股通||京东金融||上证180_||上证50_||雄安新区||中超概念||租售同权
比亚迪,2594,14,2025规划||HS300_||MSCI大盘||MSCI中国||超级品牌||车联网||充电桩||锂电池||苹果概念||深成500||深股通||深圳特区||无线充电||新能源车
中集集团,39,14,2025规划||MSCI大盘||MSCI中国||参股券商||参股银行||股权激励||海工装备||海洋经济||可燃冰||冷链物流||深圳特区||雄安新区||一带一路||粤港自贸
深圳能源,27,15,IPO受益||MSCI大盘||MSCI中国||标普概念||参股券商||创投||独角兽||富时概念||融资融券||深成500||深股通||深圳特区||太阳能||证金持股||租售同权
中信国安,839,15,HS300_||IPO受益||MSCI大盘||MSCI中国||参股360||广电||锂电池||量子通信||深成500||稀缺资源||小金属||新材料||新能源车||虚拟现实||中超概念
用友网络,600588,15,HS300_||MSCI大盘||MSCI中国||参股银行||工业互联||股权激励||国产软件||互联金融||沪股通||区块链||上证180_||移动支付||预盈预增||远程办公||云计算
紫光股份,938,17,HS300_||IPv6||MSCI大盘||MSCI中国||WiFi||标普概念||创投||大数据||富时概念||区块链||融资融券||深成500||深股通||纾困概念||新三板||云计算||智能机器
中兴通讯,63,19,2025规划||5G概念||HS300_||IPv6||MSCI大盘||MSCI中国||边缘计算||超清视频||股权激励||国产芯片||深成500||深圳特区||无线充电||物联网||一带一路||移动支付||云计算||在线教育||智慧城市
