bankuai,stock_date,zhangdiee
机器人概念,2021-01-12,0.263
电子支付,2020-12-25,0.008
垃圾分类,2020-12-21,0.086
央企50,2020-12-21,0.05
光伏概念,2021-01-13,-0.392
氢能源,2021-01-07,-0.103
低碳经济,2020-12-31,0.1
海上丝路,2020-12-23,0.0
军工航天,2021-01-11,-0.414
电子支付,2021-01-11,-0.035
国产软件,2021-01-11,-0.177
军民融合,2020-12-22,-0.259
智能电网,2020-12-22,-0.342
自贸区,2020-12-22,-0.224
海南自贸,2021-01-12,0.533
民营银行,2020-12-25,0.011
小米概念,2020-12-18,-0.111
食品安全,2021-01-08,0.075
未股改,2020-12-21,-0.004
触摸屏,2020-12-30,0.331
海水淡化,2020-12-30,0.06
土地流转,2020-12-30,0.059
生态农业,2021-01-04,0.56
外资背景,2020-12-17,0.177
超大盘,2020-12-17,0.289
风能概念,2020-12-29,-0.17
生物育种,2020-12-29,-0.977
含H股,2020-12-25,0.083
涉矿概念,2020-12-18,-0.003
上海本地,2020-12-21,0.102
沿海发展,2021-01-13,-0.243
社保重仓,2020-12-30,0.582
文化振兴,2020-12-24,-0.136
空气治理,2020-12-24,-0.126
上海本地,2020-12-24,-0.117
光伏概念,2020-12-23,1.192
电子支付,2020-12-23,0.328
黄河三角,2021-01-04,0.14
资产注入,2021-01-04,0.248
整体上市,2020-12-22,-0.291
陕甘宁,2020-12-28,0.016
摘帽概念,2020-12-29,0.088
上海自贸,2020-12-25,-0.012
信托重仓,2021-01-05,0.126
节能环保,2021-01-06,-0.086
可燃冰,2020-12-21,-0.061
卫星导航,2020-12-21,0.328
氢能源,2021-01-13,-0.058
基因测序,2021-01-07,-0.204
涉矿概念,2020-12-30,0.074
黄河三角,2020-12-31,0.188
京津冀,2020-12-31,0.119
免疫治疗,2020-12-24,-0.144
氢燃料,2020-12-23,0.403
参股金融,2021-01-11,-0.246
摘帽概念,2021-01-12,0.993
消费电子,2021-01-05,0.43
宽带提速,2021-01-06,-0.328
百度概念,2020-12-18,-0.234
触摸屏,2020-12-18,-0.082
参股金融,2020-12-18,-0.069
海峡西岸,2021-01-13,0.005
赛马概念,2021-01-07,-0.185
超大盘,2021-01-07,0.273
自贸区,2020-12-31,0.038
海水淡化,2020-12-24,-0.088
信息安全,2020-12-24,-0.485
融资融券,2020-12-23,0.209
石墨烯,2020-12-23,0.202
油气改革,2020-12-23,0.054
国产软件,2021-01-04,0.563
建筑节能,2021-01-11,-0.109
石墨烯,2020-12-22,-0.23
汽车电子,2020-12-28,-0.287
乡村振兴,2020-12-29,-0.574
含B股,2020-12-29,-0.115
垃圾分类,2021-01-12,0.043
准ST股,2021-01-12,0.195
奢侈品,2020-12-25,0.474
地热能,2021-01-06,-0.174
基因概念,2021-01-06,1.096
文化振兴,2020-12-18,-0.021
消费电子,2021-01-08,0.219
网络游戏,2020-12-21,0.039
卫星导航,2021-01-13,-0.196
固废处理,2021-01-07,-0.171
朝鲜改革,2020-12-30,0.264
日韩贸易,2020-12-31,0.136
未股改,2020-12-23,0.049
ST板块,2021-01-11,-0.256
黄河三角,2021-01-12,0.245
油气改革,2020-12-25,0.096
海工装备,2020-12-18,-0.061
抗癌,2020-12-21,0.233
保险重仓,2021-01-07,0.829
电子支付,2020-12-31,0.232
保险重仓,2020-12-24,-0.264
分拆上市,2020-12-24,-0.525
金融改革,2020-12-23,0.041
生物疫苗,2020-12-17,1.044
高校背景,2020-12-17,0.199
甲型流感,2020-12-17,0.144
深圳本地,2020-12-25,0.1
前海概念,2020-12-18,-0.197
智能电网,2020-12-24,-0.3
沿海发展,2020-12-23,0.277
固废处理,2020-12-17,0.076
充电桩,2021-01-11,-0.353
基因测序,2020-12-22,0.412
超大盘,2020-12-28,0.124
海水淡化,2020-12-29,-0.162
土地流转,2020-12-25,0.048
前海概念,2020-12-25,0.308
股权激励,2020-12-25,0.36
海上丝路,2021-01-05,0.918
券商重仓,2021-01-05,0.102
水产品,2021-01-06,-0.343
基金重仓,2021-01-08,-0.916
融资融券,2020-12-21,0.105
基因测序,2020-12-21,0.309
安防服务,2021-01-13,-0.128
光伏概念,2020-12-31,0.573
无线耳机,2020-12-31,0.507
赛马概念,2020-12-31,0.094
信息安全,2020-12-31,0.151
绿色照明,2020-12-24,-0.153
小米概念,2021-01-04,0.41
空气治理,2020-12-17,0.129
基因概念,2020-12-17,1.223
免疫治疗,2020-12-29,-0.295
外资背景,2020-12-25,0.016
小米概念,2021-01-05,0.199
仿制药,2021-01-07,-0.763
本月解禁,2020-12-30,0.058
物联网,2020-12-31,0.213
碳纤维,2020-12-24,-0.041
奢侈品,2020-12-23,-2.154
国防军工,2021-01-11,-0.602
低碳经济,2020-12-28,-0.106
海峡西岸,2020-12-29,-0.053
基因概念,2020-12-25,0.501
油气改革,2020-12-18,-0.083
氢燃料,2021-01-08,-0.016
油气改革,2020-12-21,-0.039
沿海发展,2020-12-21,0.314
物联网,2021-01-13,-0.328
自贸区,2020-12-24,-0.075
海峡西岸,2021-01-04,0.369
宽带提速,2021-01-04,0.189
QFII重仓,2020-12-17,0.424
股权激励,2021-01-11,-0.203
海上丝路,2020-12-25,0.249
光伏概念,2021-01-05,-0.462
免疫治疗,2020-12-18,-0.27
含H股,2021-01-13,0.032
生物疫苗,2021-01-07,-0.476
空气治理,2020-12-23,0.148
超级细菌,2020-12-23,-0.218
苹果概念,2021-01-04,0.755
含GDR,2021-01-11,-0.28
民营银行,2020-12-22,-0.118
空气治理,2021-01-05,0.002
内贸规划,2021-01-05,0.066
水域改革,2020-12-18,-0.134
草甘膦,2020-12-18,0.009
海峡西岸,2021-01-08,-0.089
陕甘宁,2021-01-08,-0.26
长株潭,2020-12-21,0.094
业绩预升,2020-12-21,0.317
皖江区域,2021-01-07,-0.055
食品安全,2020-12-31,0.101
股期概念,2020-12-24,-0.119
特斯拉,2020-12-23,0.551
QFII重仓,2020-12-23,-0.182
乡村振兴,2020-12-17,0.037
振兴沈阳,2020-12-17,0.042
京津冀,2020-12-22,-0.196
生物燃料,2020-12-28,0.258
百度概念,2021-01-12,0.297
维生素,2021-01-12,0.272
绿色照明,2020-12-18,-0.096
QFII重仓,2020-12-21,0.081
文化振兴,2020-12-31,0.102
高校背景,2020-12-23,-0.038
水产品,2021-01-04,0.436
光伏概念,2020-12-17,0.101
无线耳机,2021-01-11,-0.228
超大盘,2020-12-22,-0.522
聚氨酯,2021-01-12,0.275
物联网,2021-01-07,-0.074
前海概念,2021-01-07,-0.07
QFII重仓,2020-12-31,0.991
基金重仓,2020-12-31,1.153
业绩预升,2020-12-24,-0.059
天津自贸,2021-01-04,-0.044
深圳本地,2020-12-17,0.078
央企50,2020-12-22,-0.333
建筑节能,2020-12-28,-0.231
草甘膦,2020-12-29,-0.159
超级细菌,2020-12-29,-0.33
军民融合,2021-01-12,0.419
送转潜力,2021-01-06,-0.286
氢能源,2020-12-18,0.12
图们江,2020-12-18,0.307
科创50,2021-01-08,-0.843
固废处理,2021-01-08,-0.026
赛马概念,2021-01-08,0.016
图们江,2020-12-21,0.033
维生素,2020-12-21,-0.044
垃圾分类,2021-01-07,-0.279
汽车电子,2021-01-07,0.099
智能电网,2020-12-17,0.185
百度概念,2021-01-11,0.646
生态农业,2021-01-11,-0.089
可燃冰,2020-12-22,-0.428
宽带提速,2020-12-22,-0.328
新能源,2020-12-28,0.076
天津自贸,2020-12-25,0.07
日韩贸易,2021-01-08,-0.073
百度概念,2020-12-21,0.469
小米概念,2020-12-21,0.381
摘帽概念,2020-12-21,-0.059
污水处理,2020-12-30,0.003
含GDR,2020-12-31,0.5
维生素,2020-12-31,0.192
节能环保,2020-12-24,-0.116
固废处理,2021-01-04,0.112
保险重仓,2021-01-04,0.417
重组概念,2020-12-17,0.145
页岩气,2021-01-11,-0.076
出口退税,2020-12-22,-0.314
锂电池,2021-01-12,0.464
博彩概念,2021-01-12,0.536
信托重仓,2021-01-12,0.453
生态农业,2020-12-25,0.0
污水处理,2021-01-06,-0.071
皖江区域,2020-12-21,0.262
充电桩,2020-12-21,0.374
安防服务,2020-12-22,-0.21
空气治理,2020-12-28,-0.024
循环经济,2020-12-28,-0.056
婴童概念,2020-12-29,0.044
摘帽概念,2021-01-08,-0.298
绿色照明,2021-01-13,0.013
充电桩,2020-12-31,0.297
民营医院,2020-12-31,0.29
金融改革,2020-12-22,-0.11
维生素,2020-12-28,-0.1
华为概念,2021-01-12,0.106
5G概念,2021-01-12,0.03
猪肉,2021-01-05,0.88
文化振兴,2021-01-06,-0.104
社保重仓,2021-01-08,-0.419
资产注入,2021-01-07,0.054
外资背景,2020-12-31,0.755
业绩预降,2020-12-24,-0.228
日韩贸易,2020-12-24,-0.023
土地流转,2020-12-23,0.064
资产注入,2020-12-23,0.122
ST板块,2020-12-17,0.1
页岩气,2020-12-17,0.088
业绩预降,2020-12-17,0.168
涉矿概念,2021-01-12,0.086
建筑节能,2021-01-12,0.334
京津冀,2020-12-30,0.136
股期概念,2020-12-30,0.024
3D打印,2021-01-04,0.314
超级细菌,2021-01-11,-0.193
土地流转,2020-12-28,-0.019
含H股,2020-12-29,-0.158
核电核能,2021-01-12,0.098
三沙概念,2020-12-25,-0.076
草甘膦,2021-01-05,0.357
可燃冰,2021-01-06,0.35
京津冀,2021-01-07,-0.035
ST板块,2020-12-30,0.081
国企改革,2020-12-30,0.072
安防服务,2020-12-23,0.052
股权激励,2020-12-17,0.19
生物燃料,2020-12-22,-0.226
送转潜力,2020-12-28,-0.139
出口退税,2020-12-28,-0.242
国产软件,2020-12-29,0.592
安防服务,2021-01-05,0.169
物联网,2021-01-06,-0.278
雄安新区,2021-01-08,0.051
涉矿概念,2021-01-08,-0.135
仿制药,2021-01-13,-1.105
朝鲜改革,2021-01-07,-0.251
华为概念,2021-01-07,-0.372
锂电池,2020-12-30,0.647
甲型流感,2020-12-30,-0.115
建筑节能,2020-12-31,0.317
雄安新区,2020-12-24,-0.128
草甘膦,2020-12-24,0.667
苹果概念,2020-12-23,0.461
信托重仓,2020-12-17,0.214
卫星导航,2021-01-11,-0.05
基金重仓,2021-01-11,-0.741
仿制药,2020-12-28,-0.438
网络游戏,2020-12-28,-0.21
土地流转,2021-01-05,-0.05
抗癌,2021-01-05,0.413
新能源,2021-01-06,-0.069
股权激励,2020-12-30,0.297
科创50,2020-12-31,2.76
海上丝路,2020-12-31,0.614
节能环保,2020-12-31,0.185
社保重仓,2020-12-31,0.681
含GDR,2020-12-24,-0.12
乡村振兴,2020-12-24,0.002
东亚自贸,2020-12-23,0.121
深圳本地,2020-12-22,-0.237
ST板块,2021-01-12,0.196
甲型流感,2020-12-25,0.078
海峡西岸,2021-01-05,0.215
空气治理,2021-01-06,-0.009
基因概念,2020-12-18,-0.031
苹果概念,2020-12-21,0.817
仿制药,2020-12-31,0.755
涉矿概念,2020-12-31,0.127
智能穿戴,2020-12-24,-0.549
股期概念,2020-12-23,0.033
5G概念,2021-01-04,0.124
安防服务,2021-01-11,-0.078
电商概念,2020-12-28,-0.066
黄河三角,2020-12-29,-0.119
5G概念,2020-12-25,0.015
稀缺资源,2020-12-25,0.526
海工装备,2020-12-25,0.023
ST板块,2021-01-08,-0.049
稀缺资源,2021-01-08,-0.298
核电核能,2020-12-21,0.164
电商概念,2021-01-13,-0.601
氢燃料,2021-01-13,-0.37
东亚自贸,2021-01-07,0.048
深圳本地,2020-12-28,-0.082
信托重仓,2020-12-25,0.155
业绩预升,2021-01-05,0.153
QFII重仓,2021-01-05,1.171
消费电子,2021-01-26,-0.417
重组概念,2021-01-19,-0.031
风能概念,2021-01-25,0.003
参股金融,2021-01-14,-0.106
节能环保,2021-01-27,-0.028
国防军工,2021-01-21,0.191
国企改革,2021-01-25,-0.014
文化振兴,2021-02-02,-0.028
金融参股,2021-01-29,-0.087
信托重仓,2021-02-03,-0.135
海峡西岸,2021-01-26,-0.338
参股金融,2021-01-21,0.036
业绩预降,2021-01-18,0.346
低碳经济,2021-01-25,-0.009
机器人概念,2021-01-27,-0.092
国企改革,2021-01-29,-0.017
垃圾分类,2021-01-26,-0.119
摘帽概念,2021-02-03,0.004
建筑节能,2021-01-15,0.009
国企改革,2021-01-19,-0.073
苹果概念,2021-01-29,-0.044
核电核能,2021-02-01,-0.039
军工航天,2021-01-29,-0.476
信托重仓,2021-01-21,0.171
沿海发展,2021-01-27,-0.241
海峡西岸,2021-01-20,0.108
本月解禁,2021-01-22,0.019
涉矿概念,2021-01-25,-0.164
军民融合,2021-01-25,-0.025
海工装备,2021-01-28,-0.324
锂电池,2021-02-01,-0.23
振兴沈阳,2021-01-29,-0.042
物联网,2021-01-15,-0.042
安防服务,2021-01-29,-0.1
券商重仓,2021-01-15,-0.025
宽带提速,2021-01-20,-0.046
海南自贸,2021-01-13,-0.596
乡村振兴,2021-01-20,0.343
国防军工,2021-01-29,-0.611
垃圾分类,2021-01-14,-0.004
民营银行,2021-01-27,-0.033
海峡西岸,2021-01-22,0.027
皖江区域,2021-01-22,0.023
保险重仓,2021-01-28,-0.727
雄安新区,2021-01-18,-0.003
小米概念,2021-02-04,-0.504
绿色照明,2021-02-04,-0.153
网络游戏,2021-02-02,-0.067
海峡西岸,2021-02-04,-0.065
QFII重仓,2021-01-22,0.154
上海本地,2021-01-15,0.025
机器人概念,2021-02-03,-0.318
金融改革,2021-02-02,0.031
核电核能,2021-01-25,-0.029
小米概念,2021-01-21,0.104
国产软件,2021-01-19,-0.078
黄河三角,2021-01-25,-0.079
武汉规划,2021-01-18,0.297
乡村振兴,2021-01-13,-0.387
华为概念,2021-01-26,-0.35
风能概念,2021-02-02,0.013
新能源,2021-01-19,-0.229
消费电子,2021-02-02,0.201
QFII重仓,2021-01-29,0.156
生物育种,2021-01-26,-0.233
东亚自贸,2021-01-22,-0.037
军工航天,2021-01-25,-0.075
国防军工,2021-01-25,-0.063
循环经济,2021-01-27,0.013
前海概念,2021-01-29,-0.076
股期概念,2021-01-20,0.025
电子支付,2021-01-27,-0.176
石墨烯,2021-01-25,-0.024
国企改革,2021-02-04,-0.179
赛马概念,2021-01-26,-0.051
体育概念,2021-01-26,-0.167
安防服务,2021-01-28,-0.322
甲型流感,2021-01-25,-0.526
氢燃料,2021-01-21,0.346
迪士尼,2021-01-25,-0.007
基因测序,2021-02-02,0.048
日韩贸易,2021-01-22,-0.007
物联网,2021-01-28,-0.216
基因概念,2021-01-29,-0.346
国企改革,2021-01-26,-0.174
社保重仓,2021-01-15,-0.322
天津自贸,2021-01-27,-0.006
地热能,2021-01-27,0.099
海工装备,2021-01-21,0.099
超大盘,2021-01-28,-0.282
京津冀,2021-01-13,-0.052
智能机器,2021-01-26,-0.151
新能源,2021-01-25,-0.008
陕甘宁,2021-01-29,-0.249
文化振兴,2021-02-01,-0.1
核电核能,2021-01-13,-0.027
金融改革,2021-02-01,-0.016
低碳经济,2021-01-18,0.179
草甘膦,2021-01-20,0.587
智能电网,2021-01-15,0.113
送转潜力,2021-01-28,-0.224
送转潜力,2021-01-25,-0.127
保险重仓,2021-01-29,0.259
东亚自贸,2021-01-13,-0.054
业绩预降,2021-02-01,0.16
武汉规划,2021-01-27,-0.129
小米概念,2021-01-27,-0.104
高校背景,2021-01-20,-0.057
水利建设,2021-01-27,-0.012
军民融合,2021-01-28,-0.258
保险重仓,2021-02-02,0.832
海峡西岸,2021-01-19,-0.051
内贸规划,2021-02-02,0.115
地热能,2021-02-03,-0.128
参股金融,2021-02-03,-0.105
甲型流感,2021-01-18,0.174
日韩贸易,2021-02-04,-0.198
超大盘,2021-01-29,-0.209
消费电子,2021-01-14,0.292
摘帽概念,2021-01-28,-0.223
参股金融,2021-01-29,-0.052
超级细菌,2021-01-15,-0.255
节能环保,2021-01-22,-0.031
乡村振兴,2021-01-28,-0.496
水利建设,2021-02-03,-0.083
安防服务,2021-01-25,-0.12
生态农业,2021-01-28,-0.317
上海本地,2021-01-21,0.027
国防军工,2021-02-01,0.009
低碳经济,2021-02-03,-0.022
含B股,2021-01-13,-0.104
陕甘宁,2021-01-25,-0.105
3D打印,2021-01-22,-0.165
甲型流感,2021-01-19,-0.059
基因测序,2021-01-18,0.142
送转潜力,2021-02-03,-0.288
准ST股,2021-01-19,-0.178
沿海发展,2021-02-02,0.226
业绩预降,2021-02-04,-0.193
保险重仓,2021-01-18,-0.115
股权激励,2021-01-29,-0.117
上海自贸,2021-01-18,0.024
重组概念,2021-01-29,-0.182
QFII重仓,2021-02-03,0.168
参股金融,2021-01-20,0.048
可燃冰,2021-01-20,0.048
摘帽概念,2021-02-02,0.362
重组概念,2021-02-01,-0.011
业绩预降,2021-01-15,-0.082
金融参股,2021-01-15,0.027
皖江区域,2021-01-26,-0.3
黄河三角,2021-01-27,-0.047
风能概念,2021-01-26,-0.11
国企改革,2021-01-14,-0.206
保险重仓,2021-02-03,0.432
金融参股,2021-01-19,0.008
生物燃料,2021-01-26,-0.013
迪士尼,2021-01-19,-0.028
天津自贸,2021-02-01,-0.057
QFII重仓,2021-01-13,-0.053
京津冀,2021-01-15,-0.004
陕甘宁,2021-02-02,0.068
宽带提速,2021-02-03,-0.346
文化振兴,2021-01-22,-0.115
汽车电子,2021-01-20,0.673
机器人概念,2021-01-29,-0.098
5G概念,2021-01-25,-0.192
油气改革,2021-01-20,0.005
长株潭,2021-01-15,-0.244
智能电网,2021-01-20,0.422
网络游戏,2021-01-28,0.002
金融参股,2021-02-03,-0.076
稀缺资源,2021-01-19,-0.276
国企改革,2021-01-18,0.101
机器人概念,2021-01-25,-0.174
涉矿概念,2021-02-03,0.034
机器人概念,2021-01-15,0.076
网络游戏,2021-01-14,-0.004
金融参股,2021-01-13,-0.005
准ST股,2021-02-02,0.147
苹果概念,2021-02-01,0.268
循环经济,2021-01-22,-0.087
节能环保,2021-01-21,0.146
风能,2021-01-15,0.043
含B股,2021-01-28,-0.125
石墨烯,2021-02-01,-0.044
风能概念,2021-02-03,-0.057
沿海发展,2021-01-18,0.32
上海自贸,2021-01-14,-0.146
社保重仓,2021-01-18,-0.001
智能穿戴,2021-01-20,-0.138
海南自贸,2021-01-19,-0.145
武汉规划,2021-01-26,-0.182
京津冀,2021-01-25,-0.03
物联网,2021-01-22,-0.058
央企50,2021-01-15,-0.007
黄金概念,2021-01-13,-0.038
成渝特区,2021-01-27,-0.163
业绩预升,2021-02-03,-0.162
华为概念,2021-01-13,-0.074
风能概念,2021-01-27,0.021
智能电网,2021-01-19,-0.084
股权激励,2021-02-03,-0.191
参股金融,2021-01-18,0.103
成渝特区,2021-02-04,-0.141
长株潭,2021-01-22,-0.001
国企改革,2021-02-02,0.012
沿海发展,2021-02-03,-0.212
生物疫苗,2021-01-25,0.303
低碳经济,2021-02-04,-0.043
绿色照明,2021-01-28,-0.33
消费电子,2021-01-25,-0.497
消费电子,2021-01-27,-0.151
金融参股,2021-02-01,-0.035
黄金概念,2021-01-21,-0.021
京津冀,2021-01-22,-0.108
涉矿概念,2021-01-26,-0.089
建筑节能,2021-01-18,0.326
氢能源,2021-01-15,0.12
网络游戏,2021-01-22,-0.124
参股金融,2021-01-25,-0.044
国企改革,2021-02-01,-0.156
上海自贸,2021-01-20,0.0
网络游戏,2021-02-04,-0.24
皖江区域,2021-01-19,-0.052
新能源,2021-01-28,-0.359
页岩气,2021-02-02,0.094
特斯拉,2021-01-26,-0.477
振兴沈阳,2021-01-13,-0.011
可燃冰,2021-01-26,-0.218
内贸规划,2021-01-19,0.116
智能穿戴,2021-01-25,-0.375
重组概念,2021-01-26,-0.168
节能环保,2021-01-15,0.025
整体上市,2021-01-25,0.092
金融参股,2021-01-25,-0.103
金融改革,2021-02-03,-0.104
保险重仓,2021-02-01,0.286
国产软件,2021-01-26,-0.317
民营银行,2021-01-20,0.063
日韩贸易,2021-01-19,-0.152
婴童概念,2021-01-26,-0.126
充电桩,2021-01-19,-0.024
维生素,2021-01-20,0.015
苹果概念,2021-01-13,0.203
本月解禁,2021-01-15,0.012
信息安全,2021-01-13,0.0
股权激励,2021-01-19,-0.12
垃圾分类,2021-02-01,0.112
智能穿戴,2021-02-02,-0.08
土地流转,2021-01-27,-0.002
业绩预升,2021-01-13,-0.198
核电核能,2021-01-14,-0.037
稀缺资源,2021-01-26,-0.273
民营银行,2021-01-22,0.011
节能环保,2021-02-04,-0.165
振兴沈阳,2021-01-14,0.006
华为概念,2021-01-19,-0.396
军民融合,2021-02-04,-0.311
业绩预降,2021-01-19,0.085
绿色照明,2021-01-18,0.326
股权激励,2021-02-01,0.034
超级细菌,2021-01-26,-0.132
节能环保,2021-01-29,-0.105
日韩贸易,2021-02-01,-0.029
朝鲜改革,2021-02-01,-0.032
体育概念,2021-02-02,0.181
军民融合,2021-01-27,-0.026
高校背景,2021-01-18,0.276
维生素,2021-01-22,-0.008
新能源,2021-02-03,-0.057
风能概念,2021-01-13,0.037
业绩预升,2021-02-01,0.173
民营银行,2021-01-25,-0.035
智能穿戴,2021-02-04,-0.146
核电核能,2021-01-29,-0.183
核电核能,2021-01-27,0.069
油气改革,2021-02-04,0.003
土地流转,2021-01-13,-0.067
海工装备,2021-02-03,-0.147
免疫治疗,2021-01-27,-0.004
金融改革,2021-01-13,-0.073
维生素,2021-02-02,0.236
内贸规划,2021-01-13,-0.144
军民融合,2021-01-14,-0.502
污水处理,2021-01-21,0.018
国企改革,2021-02-03,-0.261
污水处理,2021-01-18,0.039
军工航天,2021-01-15,0.051
黄金概念,2021-01-25,-0.079
股权激励,2021-01-15,-0.187
仿制药,2021-01-27,0.328
成渝特区,2021-01-18,0.038
金融改革,2021-01-22,-0.038
券商重仓,2021-01-19,-0.502
准ST股,2021-01-14,-0.269
保险重仓,2021-01-19,-0.838
机器人概念,2021-01-19,0.112
股权激励,2021-02-04,-0.187
超导概念,2021-01-19,-0.119
上海本地,2021-01-13,-0.058
体育概念,2021-01-14,-0.029
参股金融,2021-01-22,-0.091
卫星导航,2021-01-15,-0.03
民营银行,2021-01-29,0.044
电子支付,2021-01-14,-0.276
保险重仓,2021-01-21,0.617
黄河三角,2021-01-28,-0.36
信托重仓,2021-01-25,0.164
水产品,2021-02-01,-0.006
基金重仓,2021-01-14,-1.355
电子支付,2021-01-13,0.013
深圳本地,2021-01-15,0.042
婴童概念,2021-01-21,0.63
黄河三角,2021-02-01,0.357
参股金融,2021-01-15,0.06
信托重仓,2021-02-02,0.076
股权激励,2021-02-02,0.135
免疫治疗,2021-01-21,0.183
股权激励,2021-01-26,-0.35
小米概念,2021-01-15,-0.148
互联金融,2021-02-04,-0.378
百度概念,2021-01-26,-0.078
业绩预降,2021-01-25,-0.165
食品安全,2021-01-20,-0.036
互联金融,2021-01-13,-0.559
生物育种,2021-01-18,0.281
海峡西岸,2021-01-13,0.005
生物疫苗,2021-01-29,-0.533
京津冀,2021-01-19,-0.027
高校背景,2021-02-04,-0.089
券商重仓,2021-01-14,-0.818
文化振兴,2021-01-29,-0.084
土地流转,2021-02-03,-0.044
未股改,2021-01-26,-0.126
深圳本地,2021-01-22,-0.093
卫星导航,2021-01-13,-0.196
股期概念,2021-01-18,0.073
军工航天,2021-01-20,0.25
参股金融,2021-01-19,-0.047
参股金融,2021-02-01,-0.015
上海本地,2021-02-02,0.008
节能环保,2021-01-26,-0.176
土地流转,2021-01-22,-0.144
稀缺资源,2021-01-14,-0.24
QFII重仓,2021-02-02,0.681
固废处理,2021-01-21,0.066
海水淡化,2021-01-22,-0.029
武汉规划,2021-01-21,0.005
风能概念,2021-02-01,-0.022
上海本地,2021-01-20,0.004
甲型流感,2021-01-28,-0.345
上海本地,2021-02-01,-0.004
皖江区域,2021-02-02,0.26
石墨烯,2021-01-18,0.151
海水淡化,2021-02-03,-0.224
水产品,2021-01-15,0.211
信托重仓,2021-02-04,-0.098
信托重仓,2021-01-18,0.157
食品安全,2021-01-29,-0.052
电子支付,2021-01-19,-0.121
体育概念,2021-01-19,0.035
金融参股,2021-02-02,0.027
未股改,2021-01-27,0.009
信托重仓,2021-01-19,-0.215
信托重仓,2021-01-28,-0.262
水利建设,2021-01-13,-0.071
乡村振兴,2021-02-03,0.057
涉矿概念,2021-02-02,-0.013
海峡西岸,2021-01-21,0.185
电商概念,2021-01-25,-0.239
水利建设,2021-02-04,-0.008
汽车电子,2021-01-18,1.206
生态农业,2021-01-18,0.421
国产软件,2021-01-27,0.068
水利建设,2021-01-26,0.027
绿色照明,2021-01-21,0.08
充电桩,2021-02-04,-0.122
重组概念,2021-01-15,0.017
博彩概念,2021-01-21,0.238
央企50,2021-01-21,0.142
特斯拉,2021-01-19,-0.383
汽车电子,2021-01-27,-0.145
基因测序,2021-02-04,-0.174
分拆上市,2021-02-03,0.072
摘帽概念,2021-02-04,-0.079
股期概念,2021-01-21,0.023
海水淡化,2021-02-01,-0.07
自贸区,2021-01-27,-0.008
基因概念,2021-01-13,-0.774
小米概念,2021-01-25,-0.169
5G概念,2021-02-02,-0.03
超级细菌,2021-01-29,-0.31
食品安全,2021-01-19,-0.021
生物疫苗,2021-01-27,0.025
卫星导航,2021-01-27,-0.073
保险重仓,2021-01-14,-1.005
上海自贸,2021-01-26,-0.089
智能电网,2021-02-04,-0.168
甲型流感,2021-01-14,-0.186
锂电池,2021-01-27,0.201
绿色照明,2021-02-03,-0.24
地热能,2021-02-04,-0.148
未股改,2021-01-25,-0.041
安防服务,2021-02-01,0.08
前海概念,2021-01-22,-0.014
地热能,2021-01-19,-0.007
固废处理,2021-01-20,-0.041
深圳本地,2021-01-20,0.0
海南自贸,2021-01-18,0.058
金融改革,2021-01-29,-0.153
社保重仓,2021-01-13,-0.328
生物疫苗,2021-01-13,-0.561
金融改革,2021-01-26,-0.114
分拆上市,2021-01-13,-0.336
上海本地,2021-01-14,0.016
皖江区域,2021-01-21,0.38
超大盘,2021-02-02,-0.122
土地流转,2021-01-29,-0.075
安防服务,2021-01-20,0.011
智能家居,2021-01-19,-0.017
节能环保,2021-01-28,-0.161
机器人概念,2021-01-20,0.033
污水处理,2021-01-20,-0.051
电子支付,2021-02-04,-0.073
循环经济,2021-01-25,-0.042
低碳经济,2021-01-28,-0.257
社保重仓,2021-01-25,1.011
海工装备,2021-01-27,-0.016
建筑节能,2021-01-14,-0.185
低碳经济,2021-01-22,0.001
电子支付,2021-01-26,-0.086
皖江区域,2021-01-14,-0.316
社保重仓,2021-01-19,-0.56
QFII重仓,2021-01-27,-0.531
绿色照明,2021-01-15,-0.044
锂电池,2021-02-03,-0.174
武汉规划,2021-01-20,0.124
循环经济,2021-02-01,0.139
金融改革,2021-01-15,-0.026
日韩贸易,2021-01-25,0.006
基金重仓,2021-01-26,-1.22
生物疫苗,2021-01-21,0.442
业绩预降,2021-01-13,-0.134
互联金融,2021-01-18,0.411
含H股,2021-01-13,0.032
乡村振兴,2021-01-14,-0.63
券商重仓,2021-01-22,0.126
汽车电子,2021-01-19,-0.136
振兴沈阳,2021-01-22,-0.05
智能电网,2021-01-18,0.226
食品安全,2021-01-15,-0.035
基金重仓,2021-01-25,1.967
核电核能,2021-02-04,-0.203
含H股,2021-01-18,0.068
3D打印,2021-01-13,-0.022
超大盘,2021-01-15,0.142
整体上市,2021-01-20,0.08
股权激励,2021-01-21,0.354
黄河三角,2021-02-02,0.109
前海概念,2021-02-03,-0.199
分拆上市,2021-01-27,0.152
保险重仓,2021-01-20,0.499
迪士尼,2021-01-14,-0.36
皖江区域,2021-01-15,-0.09
石墨烯,2021-02-04,-0.292
油气改革,2021-02-03,0.017
海水淡化,2021-01-25,-0.01
博彩概念,2021-01-19,-0.058
固废处理,2021-01-14,0.001
稀缺资源,2021-01-15,0.05
上海本地,2021-01-18,0.098
雄安新区,2021-01-28,-0.128
QFII重仓,2021-01-18,0.043
页岩气,2021-01-19,-0.023
生物疫苗,2021-01-19,-0.806
互联金融,2021-01-15,-0.042
