bankuai,stock_date,zhangdiee
智能电网,2021-01-14,-0.189
高校背景,2021-01-14,-0.024
重组概念,2021-01-25,-0.168
婴童概念,2021-01-25,-0.257
图们江,2021-01-22,0.041
超级细菌,2021-01-22,0.493
海峡西岸,2021-01-25,0.007
文化振兴,2021-01-25,-0.125
核电核能,2021-01-22,-0.02
信息安全,2021-01-22,-0.194
石墨烯,2021-01-14,-0.167
社保重仓,2021-01-14,-1.302
重组概念,2021-01-22,-0.098
出口退税,2021-01-22,-0.003
充电桩,2021-01-29,-0.184
社保重仓,2021-01-29,0.078
沿海发展,2021-01-28,-0.445
基金重仓,2021-01-28,-0.808
民营医院,2021-01-29,-0.372
外资背景,2021-01-29,0.404
百度概念,2021-01-19,0.799
生物育种,2021-01-19,-0.273
上海自贸,2021-02-04,-0.114
业绩预升,2021-02-04,-0.142
智能家居,2021-01-25,-0.236
QFII重仓,2021-01-25,1.236
核电核能,2021-01-18,0.216
国产软件,2021-01-18,0.36
体育概念,2021-01-28,-0.049
婴童概念,2021-01-28,-0.383
稀缺资源,2021-02-04,-0.459
固废处理,2021-02-04,-0.138
黄河三角,2021-01-20,0.131
央企50,2021-01-20,-0.049
融资融券,2021-01-21,0.229
赛马概念,2021-01-21,0.031
雄安新区,2021-01-14,-0.067
草甘膦,2021-01-14,-0.328
物联网,2021-02-03,-0.212
体育概念,2021-02-03,-0.022
朝鲜改革,2021-01-21,0.077
触摸屏,2021-01-21,0.013
5G概念,2021-01-27,0.016
生物育种,2021-01-27,0.103
朝鲜改革,2021-01-28,-0.546
国企改革,2021-01-28,-0.226
成渝特区,2021-01-25,0.176
图们江,2021-01-25,0.708
仿制药,2021-02-04,-0.809
参股金融,2021-02-04,-0.11
智能电网,2021-01-21,0.148
维生素,2021-01-21,0.134
特斯拉,2021-01-20,0.685
节能环保,2021-01-20,0.002
页岩气,2021-01-21,0.07
超导概念,2021-01-21,0.155
重组概念,2021-01-18,0.256
婴童概念,2021-01-18,0.068
百度概念,2021-01-21,-0.162
3D打印,2021-01-21,-0.002
宽带提速,2021-02-01,-0.084
信托重仓,2021-02-01,0.213
海工装备,2021-01-19,-0.091
未股改,2021-01-19,0.041
含B股,2021-02-04,-0.114
券商重仓,2021-02-04,-0.25
风能概念,2021-01-21,0.113
外资背景,2021-01-21,0.289
页岩气,2021-01-18,0.174
循环经济,2021-01-18,0.041
雄安新区,2021-01-27,-0.03
军工航天,2021-01-27,-0.034
光伏概念,2021-01-14,-0.627
含B股,2021-01-14,-0.171
赛马概念,2021-02-02,0.054
整体上市,2021-02-02,-0.029
摘帽概念,2021-01-25,0.591
特斯拉,2021-01-25,0.118
成渝特区,2021-01-13,-0.223
聚氨酯,2021-01-13,0.086
重组概念,2021-01-28,-0.245
高校背景,2021-01-28,-0.32
低碳经济,2021-02-01,0.159
民营医院,2021-02-01,1.19
信息安全,2021-01-21,0.057
互联金融,2021-01-21,0.625
充电桩,2021-01-27,0.201
污水处理,2021-01-27,0.035
武汉规划,2021-01-25,-0.158
生物育种,2021-01-25,0.528
含H股,2021-02-03,-0.175
汽车电子,2021-02-03,-0.569
日韩贸易,2021-01-26,-0.19
超大盘,2021-01-26,-0.217
水产品,2021-01-20,-0.109
婴童概念,2021-01-20,0.859
地热能,2021-02-02,0.171
社保重仓,2021-02-02,1.079
黄金概念,2021-01-14,-0.059
文化振兴,2021-01-14,0.106
融资融券,2021-01-25,0.532
互联金融,2021-01-25,-0.244
触摸屏,2021-01-29,-0.142
风能,2021-01-29,-0.011
民营银行,2021-01-15,0.032
婴童概念,2021-01-15,0.239
网络游戏,2021-01-25,-0.207
振兴沈阳,2021-01-25,-0.152
低碳经济,2021-01-19,-0.118
氢燃料,2021-01-19,-0.381
三沙概念,2021-02-01,-0.066
机器人概念,2021-02-01,0.213
核电核能,2021-01-21,0.089
东亚自贸,2021-01-21,0.124
黄金概念,2021-02-02,-0.071
京津冀,2021-02-02,0.102
垃圾分类,2021-02-02,0.061
迪士尼,2021-02-02,-0.223
氢能源,2021-02-03,-0.078
特斯拉,2021-02-03,-0.435
朝鲜改革,2021-01-26,-0.546
建筑节能,2021-01-26,0.02
基因测序,2021-01-20,0.056
信托重仓,2021-01-20,0.123
自贸区,2021-01-25,-0.088
沿海发展,2021-01-25,0.304
央企50,2021-01-27,0.063
迪士尼,2021-01-27,0.191
乡村振兴,2021-01-22,0.1
海上丝路,2021-01-22,0.066
光伏概念,2021-01-19,-0.709
分拆上市,2021-01-19,-0.384
安防服务,2021-02-04,-0.057
信息安全,2021-02-04,-0.284
食品安全,2021-01-18,0.152
风能概念,2021-01-18,0.125
光伏概念,2021-02-04,-0.235
超大盘,2021-02-04,-0.002
触摸屏,2021-01-18,0.532
股权激励,2021-01-18,0.274
生物燃料,2021-02-01,0.305
节能环保,2021-02-01,0.05
科创50,2021-01-26,-1.569
甲型流感,2021-01-26,-0.021
电子支付,2021-01-28,-0.315
东亚自贸,2021-01-28,-0.063
卫星导航,2021-01-20,0.045
体育概念,2021-01-20,0.199
智能机器,2021-02-02,0.029
基金重仓,2021-02-02,1.484
聚氨酯,2021-01-29,-0.018
生物育种,2021-01-29,-0.559
猪肉,2021-01-22,-0.342
生物育种,2021-01-22,-0.254
QFII重仓,2021-01-21,0.531
出口退税,2021-01-21,0.147
乡村振兴,2021-01-19,-0.311
聚氨酯,2021-01-19,-0.08
触摸屏,2021-01-25,-0.146
水域改革,2021-01-25,-0.177
海南自贸,2021-01-20,0.28
京津冀,2021-01-20,0.041
朝鲜改革,2021-01-13,-0.455
深圳本地,2021-01-13,-0.034
固废处理,2021-01-26,-0.164
分拆上市,2021-01-26,-0.602
触摸屏,2021-01-28,-0.618
卫星导航,2021-01-28,-0.332
天津自贸,2021-01-18,0.041
准ST股,2021-01-18,0.196
网络游戏,2021-01-19,0.034
外资背景,2021-01-19,-0.463
雄安新区,2021-01-21,0.023
含H股,2021-01-21,0.237
氢能源,2021-01-18,0.371
本月解禁,2021-01-18,0.487
朝鲜改革,2021-01-15,0.203
苹果概念,2021-01-15,-0.319
免疫治疗,2021-01-22,0.448
生物疫苗,2021-01-22,0.842
重组概念,2021-01-13,-0.144
外资背景,2021-01-13,-0.316
水产品,2021-01-25,-0.154
华为概念,2021-01-25,-0.543
草甘膦,2021-01-29,-0.524
准ST股,2021-01-29,-0.171
物联网,2021-01-20,0.316
智能家居,2021-01-20,-0.03
猪肉,2021-01-21,0.176
金融参股,2021-01-21,0.008
博彩概念,2021-01-15,0.005
电商概念,2021-01-15,0.09
维生素,2021-01-15,-0.078
网络游戏,2021-01-15,0.1
水域改革,2021-02-04,-0.175
基金重仓,2021-02-04,1.152
金融改革,2021-01-25,-0.076
猪肉,2021-01-25,0.043
超导概念,2021-01-20,0.054
日韩贸易,2021-01-20,0.131
光伏概念,2021-01-26,-0.329
油气改革,2021-01-26,-0.118
土地流转,2021-01-20,-0.055
超大盘,2021-01-20,-0.054
宽带提速,2021-01-27,0.045
基因测序,2021-01-27,-0.122
图们江,2021-01-20,0.325
券商重仓,2021-01-20,0.259
奢侈品,2021-01-28,-1.168
QFII重仓,2021-01-28,-0.506
科创50,2021-01-13,-1.043
基金重仓,2021-01-13,-0.162
京津冀,2021-01-29,-0.079
新能源,2021-01-29,-0.21
内贸规划,2021-01-26,-0.072
出口退税,2021-01-26,-0.203
水产品,2021-01-18,0.268
整体上市,2021-01-18,0.131
军工航天,2021-01-21,0.154
基因测序,2021-01-21,1.107
石墨烯,2021-01-13,-0.207
智能家居,2021-01-13,-0.005
涉矿概念,2021-01-19,0.018
基因测序,2021-01-19,-0.424
仿制药,2021-01-25,0.886
油气改革,2021-01-25,-0.095
无线耳机,2021-01-29,-1.561
上海本地,2021-01-29,-0.097
东亚自贸,2021-01-29,-0.223
特斯拉,2021-01-29,-0.565
小米概念,2021-01-29,-0.13
氢燃料,2021-01-29,-0.41
抗癌,2021-02-02,0.417
股期概念,2021-02-02,-0.015
天津自贸,2021-01-22,-0.066
甲型流感,2021-01-22,0.455
抗癌,2021-01-14,-0.631
油气改革,2021-01-14,-0.066
海峡西岸,2021-01-18,0.192
海水淡化,2021-01-18,0.13
武汉规划,2021-02-02,0.032
送转潜力,2021-02-02,0.1
草甘膦,2021-01-15,-0.245
国产软件,2021-01-15,-0.531
低碳经济,2021-01-20,0.118
空气治理,2021-01-20,0.009
奢侈品,2021-01-14,-4.063
资产注入,2021-01-14,-0.124
触摸屏,2021-02-03,-0.45
迪士尼,2021-02-03,-0.402
ST板块,2021-01-21,0.09
智能机器,2021-01-21,0.143
含H股,2021-01-14,-0.469
触摸屏,2021-01-14,-0.059
低碳经济,2021-01-29,-0.08
分拆上市,2021-01-29,-0.186
雄安新区,2021-02-03,-0.177
整体上市,2021-02-03,-0.267
可燃冰,2021-02-01,0.23
固废处理,2021-02-01,0.118
奢侈品,2021-01-18,-1.581
业绩预升,2021-01-18,0.218
汽车电子,2021-01-29,-0.015
固废处理,2021-01-29,-0.113
小米概念,2021-02-02,0.243
食品安全,2021-02-02,-0.03
3D打印,2021-01-14,-0.119
海水淡化,2021-01-14,-0.075
融资融券,2021-01-20,0.037
分拆上市,2021-01-20,0.184
ST板块,2021-02-03,-0.143
内贸规划,2021-02-03,-0.285
3D打印,2021-02-02,0.143
民营医院,2021-02-02,0.222
文化振兴,2021-01-21,-0.014
高校背景,2021-01-21,0.102
文化振兴,2021-01-19,0.06
3D打印,2021-01-19,-0.018
科创50,2021-01-14,2.839
信托重仓,2021-01-14,-0.433
图们江,2021-02-01,-0.055
国产软件,2021-02-01,-0.043
锂电池,2021-01-28,-0.895
京津冀,2021-01-28,-0.127
无线耳机,2021-01-28,-1.791
消费电子,2021-01-28,-0.793
海峡西岸,2021-02-03,-0.142
自贸区,2021-02-03,-0.055
水域改革,2021-01-19,-0.095
自贸区,2021-01-19,-0.107
长株潭,2021-01-28,-0.129
出口退税,2021-01-28,-0.281
成渝特区,2021-02-02,0.355
草甘膦,2021-02-02,0.354
信息安全,2021-02-03,-0.429
出口退税,2021-02-03,-0.027
无线耳机,2021-02-04,-0.992
体育概念,2021-02-04,-0.203
东亚自贸,2021-02-04,-0.183
智能家居,2021-02-04,-0.129
生态农业,2021-02-04,-0.355
准ST股,2021-02-04,-0.271
空气治理,2021-02-02,0.046
参股金融,2021-02-02,0.086
聚氨酯,2021-01-14,-0.186
智能家居,2021-01-14,0.031
长株潭,2021-01-29,-0.075
内贸规划,2021-01-29,-0.076
三沙概念,2021-01-28,-0.03
水域改革,2021-01-28,-0.055
免疫治疗,2021-02-03,-0.163
奢侈品,2021-02-03,3.606
摘帽概念,2021-01-29,0.144
水域改革,2021-01-29,-0.094
风能,2021-01-21,0.146
京津冀,2021-01-21,0.048
海南自贸,2021-01-28,-0.341
草甘膦,2021-01-28,-0.547
碳纤维,2021-02-03,-0.086
外资背景,2021-02-03,-0.074
三沙概念,2021-01-25,-0.055
外资背景,2021-01-25,0.318
海工装备,2021-01-22,-0.133
草甘膦,2021-01-22,0.253
3D打印,2021-01-15,0.061
智能家居,2021-01-15,0.084
物联网,2021-02-01,-0.13
券商重仓,2021-02-01,0.318
科创50,2021-01-21,0.634
氢能源,2021-01-21,0.099
草甘膦,2021-02-01,0.945
分拆上市,2021-02-01,0.107
苹果概念,2021-01-22,0.171
水域改革,2021-01-22,-0.159
宽带提速,2021-01-29,-0.3
风能概念,2021-01-29,-0.098
风能,2021-01-18,0.148
草甘膦,2021-01-18,1.118
页岩气,2021-01-29,-0.121
污水处理,2021-01-29,-0.158
含H股,2021-01-26,-0.436
自贸区,2021-01-26,-0.076
东亚自贸,2021-01-14,-0.116
水域改革,2021-01-14,-0.276
空气治理,2021-01-26,-0.099
维生素,2021-01-26,-0.344
基因测序,2021-01-22,1.498
生物燃料,2021-01-22,-0.132
自贸区,2021-01-15,0.04
资产注入,2021-01-15,-0.015
博彩概念,2021-01-26,-0.25
风能,2021-01-26,-0.168
京津冀,2021-01-14,-0.095
自贸区,2021-01-14,-0.135
氢能源,2021-01-27,0.137
抗癌,2021-01-27,-0.16
朝鲜改革,2021-01-25,0.488
海上丝路,2021-01-25,0.451
民营医院,2021-01-20,1.115
出口退税,2021-01-20,0.221
土地流转,2021-01-18,0.071
出口退税,2021-01-18,0.426
海水淡化,2021-01-15,0.121
民营医院,2021-01-15,0.341
图们江,2021-01-13,-0.582
氢燃料,2021-01-13,-0.37
含GDR,2021-02-04,-0.5
民营银行,2021-02-04,-0.02
光伏概念,2021-01-27,0.965
无线耳机,2021-01-27,0.456
充电桩,2021-01-13,-0.254
基因测序,2021-01-13,-0.183
科创50,2021-01-18,2.685
聚氨酯,2021-01-18,0.541
科创50,2021-01-27,-0.844
绿色照明,2021-01-27,-0.077
含B股,2021-01-21,0.032
图们江,2021-01-21,0.066
自贸区,2021-01-28,-0.072
迪士尼,2021-01-28,-0.141
基因测序,2021-01-15,-0.308
振兴沈阳,2021-01-15,0.14
含GDR,2021-01-19,0.1
空气治理,2021-01-19,-0.077
含GDR,2021-01-28,-0.14
深圳本地,2021-01-28,-0.228
草甘膦,2021-01-19,-0.484
基因概念,2021-01-19,-0.745
水产品,2021-01-29,-0.107
生物燃料,2021-01-29,-0.223
仿制药,2021-01-14,-0.992
ST板块,2021-01-14,-0.16
融资融券,2021-01-29,0.133
猪肉,2021-01-29,-0.342
奢侈品,2021-01-26,-3.399
外资背景,2021-01-26,-0.647
含GDR,2021-01-14,-0.22
内贸规划,2021-01-14,0.035
含GDR,2021-02-03,-0.07
草甘膦,2021-02-03,0.085
